State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10)
Delhi,Delhi,Akshardham Temple,Temple,2005,5.0,4.6,60,Yes,Open All Days,Religious,No,0.4,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Akshardham%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,74.0,Yes,Religious Heritage,75,1,9.2
Delhi,Delhi,Akshardham Temple,Temple,2005,5.0,4.6,60,Yes,Open All Days,Religious,No,0.4,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Akshardham%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,74.0,Yes,Religious Heritage,75,1,9.2
Delhi,Delhi,Akshardham Temple,Temple,2005,5.0,4.6,60,Yes,Open All Days,Religious,No,0.4,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Akshardham%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,74.0,Yes,Religious Heritage,75,1,9.2
Delhi,Delhi,Waste to Wonder Park,Theme Park,2019,2.0,4.1,50,Yes,Monday,Environmental,Yes,0.27,Evening,India,https://www.google.com/maps/search/?api=1&query=Waste%20to%20Wonder%20Park%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,66.0,Yes,Non-Religious,77,0,8.2
Delhi,Delhi,Waste to Wonder Park,Theme Park,2019,2.0,4.1,50,Yes,Monday,Environmental,Yes,0.27,Evening,India,https://www.google.com/maps/search/?api=1&query=Waste%20to%20Wonder%20Park%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,66.0,Yes,Non-Religious,77,0,8.2
Delhi,Delhi,Waste to Wonder Park,Theme Park,2019,2.0,4.1,50,Yes,Monday,Environmental,Yes,0.27,Evening,India,https://www.google.com/maps/search/?api=1&query=Waste%20to%20Wonder%20Park%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,66.0,Yes,Non-Religious,77,0,8.2
Delhi,Delhi,Jantar Mantar,Observatory,1724,2.0,4.2,15,Yes,Open All Days,Scientific,Yes,0.31,Morning,India,https://www.google.com/maps/search/?api=1&query=Jantar%20Mantar%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,67.0,Yes,Non-Religious,46,0,8.4
Delhi,Delhi,Jantar Mantar,Observatory,1724,2.0,4.2,15,Yes,Open All Days,Scientific,Yes,0.31,Morning,India,https://www.google.com/maps/search/?api=1&query=Jantar%20Mantar%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,67.0,Yes,Non-Religious,46,0,8.4
Delhi,Delhi,Jantar Mantar,Observatory,1724,2.0,4.2,15,Yes,Open All Days,Scientific,Yes,0.31,Morning,India,https://www.google.com/maps/search/?api=1&query=Jantar%20Mantar%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,67.0,Yes,Non-Religious,46,0,8.4
Delhi,Delhi,Chandni Chowk,Market,1700,3.0,4.2,0,Yes,Sunday,Market,Yes,0.25,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Chandni%20Chowk%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,Yes,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,67.0,Yes,Non-Religious,35,0,8.4
Delhi,Delhi,Chandni Chowk,Market,1700,3.0,4.2,0,Yes,Sunday,Market,Yes,0.25,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Chandni%20Chowk%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,Yes,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,67.0,Yes,Non-Religious,35,0,8.4
Delhi,Delhi,Chandni Chowk,Market,1700,3.0,4.2,0,Yes,Sunday,Market,Yes,0.25,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Chandni%20Chowk%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,Yes,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,67.0,Yes,Non-Religious,35,0,8.4
Delhi,Delhi,Lotus Temple,Temple,1986,1.0,4.5,0,Yes,Monday,Religious,Yes,0.59,Evening,India,https://www.google.com/maps/search/?api=1&query=Lotus%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Religious Heritage,75,1,9.0
Delhi,Delhi,Lotus Temple,Temple,1986,1.0,4.5,0,Yes,Monday,Religious,Yes,0.59,Evening,India,https://www.google.com/maps/search/?api=1&query=Lotus%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Religious Heritage,75,1,9.0
Delhi,Delhi,Lotus Temple,Temple,1986,1.0,4.5,0,Yes,Monday,Religious,Yes,0.59,Evening,India,https://www.google.com/maps/search/?api=1&query=Lotus%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Religious Heritage,75,1,9.0
Delhi,Delhi,Red Fort,Fort,1648,2.0,4.5,35,Yes,Open All Days,Historical,Yes,1.5,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Red%20Fort%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Non-Religious,21,0,9.0
Delhi,Delhi,Red Fort,Fort,1648,2.0,4.5,35,Yes,Open All Days,Historical,Yes,1.5,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Red%20Fort%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Non-Religious,21,0,9.0
Delhi,Delhi,Red Fort,Fort,1648,2.0,4.5,35,Yes,Open All Days,Historical,Yes,1.5,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Red%20Fort%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Non-Religious,21,0,9.0
Delhi,Delhi,Agrasen ki Baoli,Stepwell,1400,1.0,4.2,0,Yes,Open All Days,Historical,Yes,0.41,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Agrasen%20ki%20Baoli%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,67.0,Yes,Non-Religious,71,0,8.4
Delhi,Delhi,Agrasen ki Baoli,Stepwell,1400,1.0,4.2,0,Yes,Open All Days,Historical,Yes,0.41,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Agrasen%20ki%20Baoli%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,67.0,Yes,Non-Religious,71,0,8.4
Delhi,Delhi,Agrasen ki Baoli,Stepwell,1400,1.0,4.2,0,Yes,Open All Days,Historical,Yes,0.41,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Agrasen%20ki%20Baoli%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,67.0,Yes,Non-Religious,71,0,8.4
Delhi,Delhi,Sunder Nursery,Park,1600,2.0,4.6,0,Yes,Open All Days,Botanical,Yes,0.16,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Sunder%20Nursery%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,74.0,Yes,Non-Religious,49,0,9.2
Delhi,Delhi,Sunder Nursery,Park,1600,2.0,4.6,0,Yes,Open All Days,Botanical,Yes,0.16,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Sunder%20Nursery%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,74.0,Yes,Non-Religious,49,0,9.2
Delhi,Delhi,Sunder Nursery,Park,1600,2.0,4.6,0,Yes,Open All Days,Botanical,Yes,0.16,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Sunder%20Nursery%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,74.0,Yes,Non-Religious,49,0,9.2
Delhi,Delhi,Garden of Five Senses,Park,2003,2.0,4.1,35,Yes,Open All Days,Botanical,Yes,0.23,Morning,India,https://www.google.com/maps/search/?api=1&query=Garden%20of%20Five%20Senses%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,66.0,Yes,Non-Religious,49,0,8.2
Delhi,Delhi,Garden of Five Senses,Park,2003,2.0,4.1,35,Yes,Open All Days,Botanical,Yes,0.23,Morning,India,https://www.google.com/maps/search/?api=1&query=Garden%20of%20Five%20Senses%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,66.0,Yes,Non-Religious,49,0,8.2
Delhi,Delhi,Garden of Five Senses,Park,2003,2.0,4.1,35,Yes,Open All Days,Botanical,Yes,0.23,Morning,India,https://www.google.com/maps/search/?api=1&query=Garden%20of%20Five%20Senses%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,66.0,Yes,Non-Religious,49,0,8.2
Delhi,Delhi,Lodhi Garden,Park,1500,1.0,4.5,0,Yes,Open All Days,Botanical,Yes,0.48,All,India,https://www.google.com/maps/search/?api=1&query=Lodhi%20Garden%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Non-Religious,49,0,9.0
Delhi,Delhi,Lodhi Garden,Park,1500,1.0,4.5,0,Yes,Open All Days,Botanical,Yes,0.48,All,India,https://www.google.com/maps/search/?api=1&query=Lodhi%20Garden%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Non-Religious,49,0,9.0
Delhi,Delhi,Lodhi Garden,Park,1500,1.0,4.5,0,Yes,Open All Days,Botanical,Yes,0.48,All,India,https://www.google.com/maps/search/?api=1&query=Lodhi%20Garden%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Non-Religious,49,0,9.0
Delhi,Delhi,National Gallery of Modern Art,Museum,1954,3.0,4.5,20,Yes,Monday,Artistic,Yes,0.08,All,India,https://www.google.com/maps/search/?api=1&query=National%20Gallery%20of%20Modern%20Art%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Non-Religious,42,0,9.0
Delhi,Delhi,National Gallery of Modern Art,Museum,1954,3.0,4.5,20,Yes,Monday,Artistic,Yes,0.08,All,India,https://www.google.com/maps/search/?api=1&query=National%20Gallery%20of%20Modern%20Art%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Non-Religious,42,0,9.0
Delhi,Delhi,National Gallery of Modern Art,Museum,1954,3.0,4.5,20,Yes,Monday,Artistic,Yes,0.08,All,India,https://www.google.com/maps/search/?api=1&query=National%20Gallery%20of%20Modern%20Art%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Non-Religious,42,0,9.0
Delhi,Delhi,National Zoological Park,Zoo,1959,3.0,4.1,80,Yes,Friday,Environmental,Yes,0.41,All,India,https://www.google.com/maps/search/?api=1&query=National%20Zoological%20Park%20%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,66.0,Yes,Non-Religious,91,0,8.2
Delhi,Delhi,National Zoological Park,Zoo,1959,3.0,4.1,80,Yes,Friday,Environmental,Yes,0.41,All,India,https://www.google.com/maps/search/?api=1&query=National%20Zoological%20Park%20%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,66.0,Yes,Non-Religious,91,0,8.2
Delhi,Delhi,National Zoological Park,Zoo,1959,3.0,4.1,80,Yes,Friday,Environmental,Yes,0.41,All,India,https://www.google.com/maps/search/?api=1&query=National%20Zoological%20Park%20%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,66.0,Yes,Non-Religious,91,0,8.2
Delhi,Delhi,Qutub Minar,Monument,1192,1.0,4.5,35,Yes,Open All Days,Historical,Yes,1.37,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Qutub%20Minar%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,72.0,Yes,Non-Religious,39,0,9.0
