State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10),Place_Image_URL,Nearby_Restaurants,Nearby_Hotels,Local_Transport_Options,Nearest_Metro_Station,Avg_Local_Transport_Cost,Climate_Type,Packing_Suggestions,Recommended_Duration_Min,Recommended_Duration_Max,Short_Description,User_Rating_Avg,User_Rating_Count,Peak_Hours,Crowd_Level,Best_Visit_Time,Place_Description_AI,Common_Questions,Name_Hindi,Description_Hindi,Name_Marathi,Trip_Preference_Tags,Itinerary_Role,City_Transport_Fares_JSON,Auto_Fare_Min,Auto_Fare_PerKm,Rapido_Bike_Min,Rapido_Bike_PerKm,Ola_Car_Base,Ola_Car_PerKm,Uber_Car_Base,Uber_Car_PerKm,Uber_Auto_Min,Uber_Auto_PerKm,City_Taxi_PerKm,Transport_Fare_Note,Surge_Pricing_Note,Nightlife_Party_Info_JSON,Venue_Type,Cover_Charge,Avg_Drinks_Price,Music_Genre,Club_Timings,Dress_Code,Ladies_Night_Info,Nightlife_Note
Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,2.0,4.6,25.0,No,Open All Days,Archaeological,Yes,0.07,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Bhimbetka%20Rock%20Shelters%2C%20Bhimbetka%2C%20Madhya%20Pradesh%2C%20India,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Bhimbetka Main Market,Bhimbetka Famous Restaurant,October to March,Bhimbetka Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,54,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Bhimbetka,Top hotels near Bhimbetka Rock Shelters in Bhimbetka,"Taxi, Bus, Metro",Bhimbetka Metro Station,300,Humid Subtropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Bhimbetka Rock Shelters is a famous tourist attraction located in Bhimbetka.,4.6,0,11 AM - 4 PM,5,September - February,"Bhimbetka Rock Shelters is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Bhimbetka Rock Shelters?,Bhimbetka Rock Shelters,Bhimbetka Rock Shelters Bhimbetka में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Bhimbetka Rock Shelters,"Foodie, History, Popular",Any Time,"{""Auto_Min"": ""\u20b920"", ""Auto_PerKm"": ""\u20b910"", ""Rapido_Bike_Min"": ""\u20b915"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b930"", ""Ola_Car_PerKm"": ""\u20b913"", ""Uber_Car_Base"": ""\u20b930"", ""Uber_Car_PerKm"": ""\u20b913"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b912-16/km"", ""Note"": ""2025 MP rates""}",₹20,₹10,₹15,₹6,₹30,₹13,₹30,₹13,₹20,₹10,₹12-16/km,2025 MP rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Goa,Goa,Aguada Beach,Beach,Ancient,2.0,4.5,0.0,Yes,Open All Days,Scenic,Yes,0.01,Evening,India,https://www.google.com/maps/search/?api=1&query=Aguada%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar International Airport (Mopa),Madgaon Junction / Karmali / Thivivm,"₹1,200 - ₹2,000",₹400 - ₹600,"Seafood, Bibinca, Feni, Cashews","Carry sunscreen, avoid peak sun (12-3 PM), keep cash handy for shacks.",Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,Yes,Yes,1200.0,"Anjuna Flea Market, Mapusa Market, Calangute Market",Thalassa,October to March,Goa Special Cuisine,8.0,15.2993,74.124,72.0,Yes,Non-Religious,1,0,9.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Goa,Top hotels near Aguada Beach in Goa,"Taxi, Bus, Metro",Goa Metro Station,300,Semi-Arid,"Comfortable shoes, light jacket, water bottle",60,180,Aguada Beach is a famous tourist attraction located in Goa.,4.5,0,10 AM - 1 PM,5,October - March,"Aguada Beach is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Aguada Beach?,Aguada Beach,Aguada Beach Goa में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Aguada Beach,"Adventure, Beach, Foodie, History, Nature, Popular",Afternoon,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b918"", ""Rapido_Bike_Min"": ""\u20b930"", ""Rapido_Bike_PerKm"": ""\u20b910"", ""Ola_Car_Base"": ""\u20b945"", ""Ola_Car_PerKm"": ""\u20b920"", ""Uber_Car_Base"": ""\u20b945"", ""Uber_Car_PerKm"": ""\u20b920"", ""Uber_Auto_Min"": ""N/A"", ""Uber_Auto_PerKm"": ""N/A"", ""City_Taxi_PerKm"": ""\u20b920-30/km (tourist taxis)"", ""Note"": ""Tourist rates; Goa taxis are largely fixed-fare negotiated""}",₹25,₹18,₹30,₹10,₹45,₹20,₹45,₹20,,,₹20-30/km (tourist taxis),Tourist rates; Goa taxis are largely fixed-fare negotiated,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rajasthan,Jaipur,Nahargarh Fort,Fort,Unknown,2.0,4.5,50.0,Yes,Open All Days,Historical,Yes,0.15,October to March,India,Information not available,Jaipur International Airport,Jaipur Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Johari Bazaar, Bapu Bazaar, Tripolia Bazaar",Chokhi Dhani,October to March,Jaipur Special Cuisine,8.0,26.91,75.78,80.0,No,Non-Religious,6,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Jaipur,Top hotels near Nahargarh Fort in Jaipur,"Taxi, Bus, Metro",Jaipur Metro Station,300,Semi-Arid,"Comfortable shoes, light jacket, water bottle",60,180,Nahargarh Fort is a famous tourist attraction located in Jaipur.,4.5,0,11 AM - 4 PM,5,October - March,"Nahargarh Fort is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Nahargarh Fort?,Nahargarh Fort,Nahargarh Fort Jaipur में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Nahargarh Fort,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b913-17/km"", ""Note"": ""2025 Jaipur rates""}",₹25,₹12,₹20,₹7,₹35,₹14,₹35,₹14,₹25,₹12,₹13-17/km,2025 Jaipur rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Punjab,Firozpur,Saragarhi Memorial Gurudwara,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,October to March,India,Information not available,Sri Guru Ram Dass Jee International Airport,Firozpur Cantt,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,8.5,0.0,0.0,80.0,No,Religious Heritage,3,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Firozpur,Top hotels near Saragarhi Memorial Gurudwara in Firozpur,"Taxi, Bus, Metro",Firozpur Metro Station,300,Coastal Tropical,"Comfortable shoes, light jacket, water bottle",60,180,Saragarhi Memorial Gurudwara is a famous tourist attraction located in Firozpur.,4.7,0,5 PM - 9 PM,5,November - February,"Saragarhi Memorial Gurudwara is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Saragarhi Memorial Gurudwara?,Saragarhi Memorial Gurudwara,Saragarhi Memorial Gurudwara Firozpur में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Saragarhi Memorial Gurudwara,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b920"", ""Auto_PerKm"": ""\u20b910"", ""Rapido_Bike_Min"": ""\u20b915"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b930"", ""Ola_Car_PerKm"": ""\u20b913"", ""Uber_Car_Base"": ""\u20b930"", ""Uber_Car_PerKm"": ""\u20b913"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b912-16/km"", ""Note"": ""2025 Punjab rates""}",₹20,₹10,₹15,₹6,₹30,₹13,₹30,₹13,₹20,₹10,₹12-16/km,2025 Punjab rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kerala,Thiruvananthapuram,Napier Museum,Museum,1855,1.5,4.5,20.0,Yes,Monday,Indo-Saracenic structure with rare artifacts,No,0.08,Morning,India,http://googleusercontent.com/maps.google.com/kl12,Trivandrum International Airport,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Thiruvananthapuram Main Market,Thiruvananthapuram Famous Restaurant,October to March,Thiruvananthapuram Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,10,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Thiruvananthapuram,Top hotels near Napier Museum in Thiruvananthapuram,"Taxi, Bus, Metro",Thiruvananthapuram Metro Station,300,Temperate,"Comfortable shoes, light jacket, water bottle",60,180,Napier Museum is a famous tourist attraction located in Thiruvananthapuram.,4.5,0,5 PM - 9 PM,5,November - February,"Napier Museum is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Napier Museum?,Napier Museum,Napier Museum Thiruvananthapuram में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Napier Museum,"Foodie, History, Museum, Popular",Afternoon,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b914"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b916"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b916"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b914"", ""City_Taxi_PerKm"": ""\u20b915-20/km"", ""Note"": ""2025 Kerala rates""}",₹25,₹14,₹20,₹7,₹35,₹16,₹35,₹16,₹25,₹14,₹15-20/km,2025 Kerala rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Bengal,Kolkata,Marble Palace,Palace,1835,1.0,4.4,0.0,Yes,Open All Days,Historical,Yes,0.1,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Marble%20Palace%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhas Chandra Bose International Airport,Howrah Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"New Market, Gariahat Market, College Street",6 Ballygunge Place,October to March,Kolkata Special Cuisine,8.0,22.5726,88.3639,70.0,No,Non-Religious,36,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Kolkata,Top hotels near Marble Palace in Kolkata,"Taxi, Bus, Metro",Kolkata Metro Station,300,Temperate,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Marble Palace is a famous tourist attraction located in Kolkata.,4.4,0,11 AM - 4 PM,5,September - February,"Marble Palace is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Marble Palace?,Marble Palace,Marble Palace Kolkata में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Marble Palace,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Kolkata rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Kolkata rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Punjab,Chandigarh,Rose Garden Chandigarh,Garden,Unknown,1.5,4.4,20.0,Yes,Open All Days,Tiered gardens with murals of Lord Krishna,Yes,0.08,October to March,India,Information not available,Chandigarh International Airport / Shaheed Bhagat Singh International Airport,Chandigarh Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,Lal Chowk,Ahdoos,October to March,Srinagar Special Cuisine,8.8,0.0,0.0,84.0,No,Non-Religious,79,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Chandigarh,Top hotels near Rose Garden Chandigarh in Chandigarh,"Taxi, Bus, Metro",Chandigarh Metro Station,300,Tropical,"Comfortable shoes, light jacket, water bottle",60,180,Rose Garden Chandigarh is a famous tourist attraction located in Chandigarh.,4.4,0,5 PM - 9 PM,5,November - February,"Rose Garden Chandigarh is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Rose Garden Chandigarh?,Rose Garden Chandigarh,Rose Garden Chandigarh Chandigarh में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Rose Garden Chandigarh,"Foodie, History, Nature, Popular",Morning,"{""Auto_Min"": ""\u20b920"", ""Auto_PerKm"": ""\u20b910"", ""Rapido_Bike_Min"": ""\u20b915"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b930"", ""Ola_Car_PerKm"": ""\u20b913"", ""Uber_Car_Base"": ""\u20b930"", ""Uber_Car_PerKm"": ""\u20b913"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b912-16/km"", ""Note"": ""2025 Punjab rates""}",₹20,₹10,₹15,₹6,₹30,₹13,₹30,₹13,₹20,₹10,₹12-16/km,2025 Punjab rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,0.5,4.6,0.0,Yes,Open All Days,Architectural,No,0.8,Morning,India,https://www.google.com/maps/search/?api=1&query=Vidhana%20Soudha%2C%20Bangalore%2C%20Karnataka%2C%20India,Kempegowda International Airport,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Commercial Street,MTR,October to March,Bangalore Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,48,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Bangalore,Top hotels near Vidhana Soudha in Bangalore,"Taxi, Bus, Metro",Bangalore Metro Station,300,Humid Subtropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Vidhana Soudha is a famous tourist attraction located in Bangalore.,4.6,0,10 AM - 1 PM,5,November - February,"Vidhana Soudha is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Vidhana Soudha?,Vidhana Soudha,Vidhana Soudha Bangalore में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Vidhana Soudha,"Foodie, History, Popular",Any Time,"{""Auto_Min"": ""\u20b930"", ""Auto_PerKm"": ""\u20b915"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b915"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b916"", ""Uber_Auto_Min"": ""\u20b930"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b915-20/km"", ""Note"": ""2025 Bengaluru rates""}",₹30,₹15,₹20,₹6,₹35,₹15,₹35,₹16,₹30,₹10,₹15-20/km,2025 Bengaluru rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rajasthan,Dausa,Chand Baori,Landmark,8th Century,1.0,4.6,20.0,No,Open All Days,One of the world's deepest and largest stepwells,Yes,0.09,Morning,India,https://maps.app.goo.gl/chandbaori,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Dausa Main Market,Dausa Famous Restaurant,October to March,Dausa Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,2,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Dausa,Top hotels near Chand Baori in Dausa,"Taxi, Bus, Metro",Dausa Metro Station,300,Coastal Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Chand Baori is a famous tourist attraction located in Dausa.,4.6,0,11 AM - 4 PM,5,October - March,"Chand Baori is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Chand Baori?,Chand Baori,Chand Baori Dausa में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Chand Baori,"Foodie, History, Popular",Any Time,"{""Auto_Min"": ""\u20b920"", ""Auto_PerKm"": ""\u20b910"", ""Rapido_Bike_Min"": ""\u20b915"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b930"", ""Ola_Car_PerKm"": ""\u20b912"", ""Uber_Car_Base"": ""\u20b930"", ""Uber_Car_PerKm"": ""\u20b913"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b912-16/km"", ""Note"": ""2025 Rajasthan rates""}",₹20,₹10,₹15,₹7,₹30,₹12,₹30,₹13,₹20,₹10,₹12-16/km,2025 Rajasthan rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Goa,Goa,Colva Beach,Beach,Ancient,2.0,4.3,0.0,Yes,Open All Days,Scenic,Yes,0.1,Evening,India,https://www.google.com/maps/search/?api=1&query=Colva%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar International Airport (Mopa),Madgaon Junction / Karmali / Thivivm,"₹1,200 - ₹2,000",₹400 - ₹600,"Seafood, Bibinca, Feni, Cashews","Carry sunscreen, avoid peak sun (12-3 PM), keep cash handy for shacks.",Afternoon,South Goa,Relaxation / Couples,Mid-Range,No,2.0,No,Yes,Yes,1200.0,"Anjuna Flea Market, Mapusa Market, Calangute Market",Fisherman's Wharf,October to March,Goa Special Cuisine,8.0,15.2993,74.124,69.0,Yes,Non-Religious,1,0,8.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Goa,Top hotels near Colva Beach in Goa,"Taxi, Bus, Metro",Goa Metro Station,300,Coastal Tropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Colva Beach is a famous tourist attraction located in Goa.,4.3,0,10 AM - 1 PM,5,September - February,"Colva Beach is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Colva Beach?,Colva Beach,Colva Beach Goa में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Colva Beach,"Adventure, Beach, Foodie, History, Nature, Popular",Afternoon,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b918"", ""Rapido_Bike_Min"": ""\u20b930"", ""Rapido_Bike_PerKm"": ""\u20b910"", ""Ola_Car_Base"": ""\u20b945"", ""Ola_Car_PerKm"": ""\u20b920"", ""Uber_Car_Base"": ""\u20b945"", ""Uber_Car_PerKm"": ""\u20b920"", ""Uber_Auto_Min"": ""N/A"", ""Uber_Auto_PerKm"": ""N/A"", ""City_Taxi_PerKm"": ""\u20b920-30/km (tourist taxis)"", ""Note"": ""Tourist rates; Goa taxis are largely fixed-fare negotiated""}",₹25,₹18,₹30,₹10,₹45,₹20,₹45,₹20,,,₹20-30/km (tourist taxis),Tourist rates; Goa taxis are largely fixed-fare negotiated,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bihar,Nalanda,Nalanda Archaeological Museum,Museum,Unknown,2.0,4.5,30.0,Yes,Monday,Historical,Yes,0.08,October to March,India,Information not available,Jay Prakash Narayan International Airport,Bihar Sharif Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Low,No,2.0,No,No,No,0.0,"New Market, Gariahat Market, College Street",6 Ballygunge Place,October to March,Kolkata Special Cuisine,8.3,0.0,0.0,78.0,No,Non-Religious,10,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Nalanda,Top hotels near Nalanda Archaeological Museum in Nalanda,"Taxi, Bus, Metro",Nalanda Metro Station,300,Humid Subtropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Nalanda Archaeological Museum is a famous tourist attraction located in Nalanda.,4.5,0,11 AM - 4 PM,5,November - February,"Nalanda Archaeological Museum is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Nalanda Archaeological Museum?,Nalanda Archaeological Museum,Nalanda Archaeological Museum Nalanda में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Nalanda Archaeological Museum,"Foodie, History, Museum, Popular",Afternoon,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
