State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station
Delhi,Delhi,Shankar’s International Dolls Museum,Point of Interest,Unknown,2.0,0.0,0,Yes,,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Shankar%E2%80%99s%20International%20Dolls%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Delhi,Delhi,National Philatelic Museum,Point of Interest,Unknown,2.0,0.0,0,Yes,,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Philatelic%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Delhi,Delhi,National Children’s Museum,Point of Interest,Unknown,2.0,0.0,0,Yes,,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Children%E2%80%99s%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Delhi,Delhi,Millennium Indraprastha Park,Point of Interest,Unknown,2.0,0.0,0,Yes,,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Millennium%20Indraprastha%20Park%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Delhi,Delhi,Adventure Island,Point of Interest,Unknown,2.0,0.0,0,Yes,,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Adventure%20Island%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Delhi,Delhi,Kingdom of Dreams,Point of Interest,Unknown,2.0,0.0,0,Yes,,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Kingdom%20of%20Dreams%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Delhi,Delhi,Parliament House,Point of Interest,Unknown,2.0,0.0,0,Yes,,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Parliament%20House%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Delhi,Delhi,Supreme Court of India,Point of Interest,Unknown,2.0,0.0,0,Yes,,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Supreme%20Court%20of%20India%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1.0,4.8,0,Yes,,Religious,Yes,1.05,All,India,https://www.google.com/maps/search/?api=1&query=Gurudwara%20Bangla%20Sahib%2C%20New%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Delhi,New Delhi,Jama Masjid,Mosque,1656,1.0,4.5,0,Yes,,Historical,Yes,0.49,All,India,https://www.google.com/maps/search/?api=1&query=Jama%20Masjid%2C%20New%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Delhi,New Delhi,Rail Museum,Museum,1977,2.0,4.4,50,Yes,Monday,Cultural,Yes,0.24,Morning,India,https://www.google.com/maps/search/?api=1&query=Rail%20Museum%2C%20New%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS)
Goa,Goa,Calangute Beach,Beach,Unknown,2.0,4.4,0,Yes,,Scenic,Yes,0.26,Evening,India,https://www.google.com/maps/search/?api=1&query=Calangute%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Basilica of Bom Jesus,Church,1605,1.0,4.5,0,Yes,,Historical,Yes,0.59,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Basilica%20of%20Bom%20Jesus%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Fort Aguada,Fort,1612,1.5,4.2,0,Yes,,Historical,Yes,0.95,Morning,India,https://www.google.com/maps/search/?api=1&query=Fort%20Aguada%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Dudhsagar Falls,Waterfall,Unknown,3.0,4.6,500,Yes,,Nature,Yes,0.3,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Dudhsagar%20Falls%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Anjuna Beach,Beach,Unknown,2.0,4.4,0,Yes,,Scenic,Yes,0.18,Evening,India,https://www.google.com/maps/search/?api=1&query=Anjuna%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Chapora Fort,Fort,1617,1.0,4.2,0,Yes,,Historical,Yes,0.19,Evening,India,https://www.google.com/maps/search/?api=1&query=Chapora%20Fort%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Se Cathedral,Church,1640,1.0,4.5,0,Yes,,Historical,Yes,0.05,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Se%20Cathedral%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Baga Beach,Beach,Unknown,2.0,4.5,0,Yes,,Scenic,Yes,0.35,Evening,India,https://www.google.com/maps/search/?api=1&query=Baga%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Arambol Beach,Beach,Unknown,2.0,4.6,0,Yes,,Scenic,Yes,0.1,Evening,India,https://www.google.com/maps/search/?api=1&query=Arambol%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Palolem Beach,Beach,Unknown,2.0,4.6,0,Yes,,Scenic,Yes,0.27,Evening,India,https://www.google.com/maps/search/?api=1&query=Palolem%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Colva Beach,Beach,Unknown,2.0,4.3,0,Yes,,Scenic,Yes,0.1,Evening,India,https://www.google.com/maps/search/?api=1&query=Colva%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Miramar Beach,Beach,Unknown,1.5,4.2,0,Yes,,Scenic,Yes,0.3,Evening,India,https://www.google.com/maps/search/?api=1&query=Miramar%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Aguada Beach,Beach,Unknown,2.0,4.5,0,Yes,,Scenic,Yes,0.01,Evening,India,https://www.google.com/maps/search/?api=1&query=Aguada%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Goa,Goa,Dr. Salim Ali Bird Santuary,Bird Sanctuary,1988,2.0,3.9,10,Yes,,Wildlife,Yes,0.03,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Dr.%20Salim%20Ali%20Bird%20Santuary%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar Intl Airport,Madgaon Junction
Gujarat,Ahmedabad,Sabarmati Ashram,Historical,1915,1.5,4.6,0,Yes,,Historical,Yes,0.35,Morning,India,https://www.google.com/maps/search/?api=1&query=Sabarmati%20Ashram%2C%20Ahmedabad%2C%20Gujarat%2C%20India,Sardar Vallabhbhai Patel International Airport,Ahmedabad Junction
Gujarat,Ahmedabad,Sabarmati Riverfront,Urban Development Project,2012,1.0,4.6,0,Yes,,Recreational,Yes,0.1,Evening,India,https://www.google.com/maps/search/?api=1&query=Sabarmati%20Riverfront%2C%20Ahmedabad%2C%20Gujarat%2C%20India,Sardar Vallabhbhai Patel International Airport,Ahmedabad Junction
Gujarat,Ahmedabad,Manek Chowk,Market,Unknown,2.0,4.4,0,Yes,,Food,Yes,0.49,Night,India,https://www.google.com/maps/search/?api=1&query=Manek%20Chowk%2C%20Ahmedabad%2C%20Gujarat%2C%20India,Sardar Vallabhbhai Patel International Airport,Ahmedabad Junction
Gujarat,Ahmedabad,Kankaria Lake,Lake,1451,3.0,4.5,10,Yes,,Recreational,Yes,0.3,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Kankaria%20Lake%2C%20Ahmedabad%2C%20Gujarat%2C%20India,Sardar Vallabhbhai Patel International Airport,Ahmedabad Junction
Gujarat,Ahmedabad,Science City,Science,2002,7.0,4.4,500,Yes,Monday,Educational,Yes,0.11,All,India,https://www.google.com/maps/search/?api=1&query=Science%20City%2C%20Ahmedabad%2C%20Gujarat%2C%20India,Sardar Vallabhbhai Patel International Airport,Ahmedabad Junction
Gujarat,Bhuj,White Desert,Site,1950,2.5,4.6,0,Yes,,Nature,Yes,0.12,Evening,India,https://www.google.com/maps/search/?api=1&query=White%20Desert%2C%20Bhuj%2C%20Gujarat%2C%20India,Bhuj Airport,Bhuj Railway Station
Gujarat,Dwarka,Dwarkadhish Temple,Temple,-400,2.0,4.7,0,No,,Religious,No,0.59,Evening,India,https://www.google.com/maps/search/?api=1&query=Dwarkadhish%20Temple%2C%20Dwarka%2C%20Gujarat%2C%20India,Jamnagar Airport,Dwarka Railway Station
Gujarat,Gandhinagar,Dandi Kutir,Museum,2013,1.5,4.5,0,No,,Historical,Yes,0.05,All,India,https://www.google.com/maps/search/?api=1&query=Dandi%20Kutir%2C%20Gandhinagar%2C%20Gujarat%2C%20India,Gandhinagar Airport,Gandhinagar Railway Station
Gujarat,Gandhinagar,Akshardham,Temple,1992,3.0,4.6,0,Yes,Monday,Religious,No,0.18,All,India,https://www.google.com/maps/search/?api=1&query=Akshardham%2C%20Gandhinagar%2C%20Gujarat%2C%20India,Gandhinagar Airport,Gandhinagar Railway Station
Gujarat,Junagadh,Gir National Park,National Park,1965,3.0,4.5,3500,No,,Wildlife,Yes,0.08,Morning,India,https://www.google.com/maps/search/?api=1&query=Gir%20National%20Park%2C%20Junagadh%2C%20Gujarat%2C%20India,Junagadh Airport,Junagadh Railway Station
Gujarat,Kevadia,Statue of Unity,Monument,2018,3.0,4.6,350,No,Monday,Historical,Yes,0.67,All,India,https://www.google.com/maps/search/?api=1&query=Statue%20of%20Unity%2C%20Kevadia%2C%20Gujarat%2C%20India,Kevadia Airport,Kevadia Railway Station
Gujarat,Rann of Kutch,Rann Utsav,Cultural,Unknown,3.0,4.9,7500,Yes,,Cultural,Yes,0.1,Evening,India,https://www.google.com/maps/search/?api=1&query=Rann%20Utsav%2C%20Rann%20of%20Kutch%2C%20Gujarat%2C%20India,Rann of Kutch Airport,Rann of Kutch Railway Station
Gujarat,Somnath,Somnath Temple,Temple,1951,2.0,4.8,0,No,,Religious,No,0.39,Morning,India,https://www.google.com/maps/search/?api=1&query=Somnath%20Temple%2C%20Somnath%2C%20Gujarat%2C%20India,Diu Airport / Rajkot Airport,Veraval Junction
Gujarat,Vadodara,Laxmi Vilas Palace,Palace,1890,2.0,4.4,200,Yes,Monday,Historical,Yes,0.17,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Laxmi%20Vilas%20Palace%2C%20Vadodara%2C%20Gujarat%2C%20India,Vadodara Airport,Vadodara Junction
Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3.0,4.4,1100,Yes,Monday,Entertainment,Yes,0.3,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Kingdom%20of%20Dreams%2C%20Gurugram%2C%20Haryana%2C%20India,Indira Gandhi International Airport,Gurgaon Railway Station
Haryana,Gurugram,Ambience Mall,Mall,Unknown,2.0,4.6,0,Yes,,Shopping,Yes,1.2,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Ambience%20Mall%2C%20Gurugram%2C%20Haryana%2C%20India,Indira Gandhi International Airport,Gurgaon Railway Station
Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2.0,4.7,0,Yes,,Entertainment,Yes,0.71,Afternoon,India,https://www.google.com/maps/search/?api=1&query=DLF%20CyberHub%2C%20Gurugram%2C%20Haryana%2C%20India,Indira Gandhi International Airport,Gurgaon Railway Station
Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,2.0,4.7,0,No,,Nature,Yes,1.2,Morning,India,https://www.google.com/maps/search/?api=1&query=Barot%20Valley%2C%20Barot%2C%20Himachal%20Pradesh%2C%20India,Barot Airport,Barot Railway Station
Himachal Pradesh,Bir Billing,Paragliding Site,Adventure Sport,2005,2.0,4.8,2500,No,,Adventure,Yes,0.01,All,India,https://www.google.com/maps/search/?api=1&query=Paragliding%20Site%2C%20Bir%20Billing%2C%20Himachal%20Pradesh%2C%20India,Bir Billing Airport,Bir Billing Railway Station
Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,2.0,4.4,0,No,,Recreational,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Chamera%20Lake%2C%20Chamba%2C%20Himachal%20Pradesh%2C%20India,Chamba Airport,Chamba Railway Station
Himachal Pradesh,dalhousie,Dalai Lama Temple,Temple,1959,1.5,4.7,0,Yes,,Religious,No,0.15,All,India,https://www.google.com/maps/search/?api=1&query=Dalai%20Lama%20Temple%2C%20dalhousie%2C%20Himachal%20Pradesh%2C%20India,dalhousie Airport,dalhousie Railway Station
Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,1.5,4.5,0,No,,Nature,Yes,0.1,Morning,India,https://www.google.com/maps/search/?api=1&query=Khajjiar%20Lake%2C%20Dalhousie%2C%20Himachal%20Pradesh%2C%20India,Dalhousie Airport,Dalhousie Railway Station
Himachal Pradesh,Kangra,Kangra Fort,Fort,400,2.0,4.4,150,Yes,,Historical,Yes,0.1,All,India,https://www.google.com/maps/search/?api=1&query=Kangra%20Fort%2C%20Kangra%2C%20Himachal%20Pradesh%2C%20India,Kangra Airport,Kangra Railway Station
Himachal Pradesh,Kinnaur,Sangla Valley,Valley,Unknown,2.0,4.5,0,No,,Nature,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Sangla%20Valley%2C%20Kinnaur%2C%20Himachal%20Pradesh%2C%20India,Kinnaur Airport,Kinnaur Railway Station
Himachal Pradesh,Kufri,Kufri Fun World,Ski Resort,1975,5.0,3.8,1500,Yes,,Recreational,Yes,0.1,All,India,https://www.google.com/maps/search/?api=1&query=Kufri%20Fun%20World%2C%20Kufri%2C%20Himachal%20Pradesh%2C%20India,Kufri Airport,Kufri Railway Station
Himachal Pradesh,Kullu,Great Himalayan National Park,National Park,1984,3.0,4.5,50,No,,Wildlife,Yes,0.2,All,India,https://www.google.com/maps/search/?api=1&query=Great%20Himalayan%20National%20Park%2C%20Kullu%2C%20Himachal%20Pradesh%2C%20India,Kullu-Manali Airport (Bhuntar),None (Nearest: Joginder Nagar)
Himachal Pradesh,Manali,Solang Valley,Valley,Unknown,2.0,4.1,0,No,,Adventure,Yes,0.05,Morning,India,https://www.google.com/maps/search/?api=1&query=Solang%20Valley%2C%20Manali%2C%20Himachal%20Pradesh%2C%20India,Kullu-Manali Airport (Bhuntar),None (Nearest: Joginder Nagar / Kalka)
Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,1.5,4.6,0,No,,Nature,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Prashar%20Lake%2C%20Mandi%2C%20Himachal%20Pradesh%2C%20India,Mandi Airport,Mandi Railway Station
Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,1.0,4.6,0,No,,Religious,Yes,1.3,Morning,India,https://www.google.com/maps/search/?api=1&query=Manikaran%20Sahib%2C%20Manikaran%2C%20Himachal%20Pradesh%2C%20India,Manikaran Airport,Manikaran Railway Station
Himachal Pradesh,McLeod Ganj,Triund Trek,Trekking,Unknown,5.0,4.8,0,Yes,,Adventure,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Triund%20Trek%2C%20McLeod%20Ganj%2C%20Himachal%20Pradesh%2C%20India,McLeod Ganj Airport,McLeod Ganj Railway Station
Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,2.0,4.5,0,Yes,,Nature,Yes,1.1,All,India,https://www.google.com/maps/search/?api=1&query=Hatu%20Peak%2C%20Narkanda%2C%20Himachal%20Pradesh%2C%20India,Narkanda Airport,Narkanda Railway Station
Himachal Pradesh,Palampur,Tea Gardens,Tea Plantation,1950,1.5,4.6,0,Yes,,Agricultural,Yes,0.015,Morning,India,https://www.google.com/maps/search/?api=1&query=Tea%20Gardens%2C%20Palampur%2C%20Himachal%20Pradesh%2C%20India,Palampur Airport,Palampur Railway Station
Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,1.0,4.7,0,Yes,,Recreational,Yes,0.03,Morning,India,https://www.google.com/maps/search/?api=1&query=The%20Ridge%2C%20Shimla%2C%20Himachal%20Pradesh%2C%20India,Shimla Airport (Jubarhatti),Shimla Railway Station (Toy Train)
Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,2.5,4.4,0,No,,Nature,Yes,0.9,Morning,India,https://www.google.com/maps/search/?api=1&query=Serolsar%20Lake%2C%20Shoja%2C%20Himachal%20Pradesh%2C%20India,Shoja Airport,Shoja Railway Station
Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,1.0,4.8,0,No,,Religious,Yes,0.025,Morning,India,https://www.google.com/maps/search/?api=1&query=Key%20Monastery%2C%20Spiti%20Valley%2C%20Himachal%20Pradesh%2C%20India,Spiti Valley Airport,Spiti Valley Railway Station
Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,6.0,4.5,0,No,,Religious,Yes,0.11,All,India,https://www.google.com/maps/search/?api=1&query=Amarnath%20Cave%2C%20Anantnag%2C%20Jammu%20and%20Kashmir%2C%20India,Anantnag Airport,Anantnag Railway Station
Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,5.0,4.7,0,Yes,,Religious,No,0.55,All,India,https://www.google.com/maps/search/?api=1&query=Vaishno%20Devi%2C%20Jammu%2C%20Jammu%20and%20Kashmir%2C%20India,Jammu Airport,Jammu Tawi
Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3.0,4.3,100,No,,Wildlife,Yes,0.01,All,India,https://www.google.com/maps/search/?api=1&query=Kishtwar%20National%20Park%2C%20Kishtwar%2C%20Jammu%20and%20Kashmir%2C%20India,Kishtwar Airport,Kishtwar Railway Station
Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,2.0,4.6,100,No,,Nature,Yes,0.11,All,India,https://www.google.com/maps/search/?api=1&query=Betaab%20Valley%2C%20Pahalgam%2C%20Jammu%20and%20Kashmir%2C%20India,Pahalgam Airport,Pahalgam Railway Station
Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,2.0,4.6,0,Yes,,Nature,Yes,0.15,Morning,India,https://www.google.com/maps/search/?api=1&query=Dal%20Lake%2C%20Srinagar%2C%20Jammu%20and%20Kashmir%2C%20India,Sheikh ul-Alam International Airport,Srinagar Railway Station (Limited)
Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,2.0,4.1,0,No,,Recreational,Yes,0.01,All,India,https://www.google.com/maps/search/?api=1&query=Patnitop%20Height%2C%20Udhampur%2C%20Jammu%20and%20Kashmir%2C%20India,Udhampur Airport,Udhampur Railway Station
Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,Yes,1.8,All,India,https://www.google.com/maps/search/?api=1&query=Baba%20Baidyanath%20Temple%2C%20Deoghar%2C%20Jharkhand%2C%20India,Deoghar Airport,Deoghar Railway Station
Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1.0,4.6,0,Yes,,Religious,Yes,0.13,All,India,https://www.google.com/maps/search/?api=1&query=Pahari%20Mandir%2C%20Ranchi%2C%20Jharkhand%2C%20India,Birsa Munda Airport,Ranchi Junction
Karnataka,Badami,Badami Cave Temples,Cave,600,1.5,4.6,30,No,,Religious,No,0.2,All,India,https://www.google.com/maps/search/?api=1&query=Badami%20Cave%20Temples%2C%20Badami%2C%20Karnataka%2C%20India,Hubli Airport,Badami Railway Station
Karnataka,Bandipur,Bandipur National Park,National Park,1974,3.0,4.4,300,No,,Wildlife,Yes,0.15,Morning,India,https://www.google.com/maps/search/?api=1&query=Bandipur%20National%20Park%2C%20Bandipur%2C%20Karnataka%2C%20India,Bandipur Airport,Bandipur Railway Station
Karnataka,Bangalore,Bangalore Palace,Palace,1878,2.0,4.2,500,Yes,Monday,Historical,Yes,0.9,Morning,India,https://www.google.com/maps/search/?api=1&query=Bangalore%20Palace%2C%20Bangalore%2C%20Karnataka%2C%20India,Kempegowda International Airport,KSR Bengaluru City Railway Station
Karnataka,Bangalore,Lalbagh Botanical Garden,Botanical Garden,1760,1.5,4.4,20,Yes,,Nature,Yes,1.5,Evening,India,https://www.google.com/maps/search/?api=1&query=Lalbagh%20Botanical%20Garden%2C%20Bangalore%2C%20Karnataka%2C%20India,Kempegowda International Airport,KSR Bengaluru City Railway Station
Karnataka,Bangalore,Cubbon Park,Park,1870,1.0,4.4,0,Yes,,Nature,Yes,1.32,Morning,India,https://www.google.com/maps/search/?api=1&query=Cubbon%20Park%2C%20Bangalore%2C%20Karnataka%2C%20India,Kempegowda International Airport,KSR Bengaluru City Railway Station
Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,0.5,4.6,0,Yes,,Architectural,No,0.8,Morning,India,https://www.google.com/maps/search/?api=1&query=Vidhana%20Soudha%2C%20Bangalore%2C%20Karnataka%2C%20India,Kempegowda International Airport,KSR Bengaluru City Railway Station
Karnataka,Bangalore,ISKCON Temple Bangalore,Temple,1997,1.0,4.6,0,Yes,,Religious,Yes,1.14,Evening,India,https://www.google.com/maps/search/?api=1&query=ISKCON%20Temple%20Bangalore%2C%20Bangalore%2C%20Karnataka%2C%20India,Kempegowda International Airport,KSR Bengaluru City Railway Station
Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4.0,4.5,890,Yes,,Entertainment,Yes,0.95,All,India,https://www.google.com/maps/search/?api=1&query=Wonderla%20Amusement%20Park%2C%20Bengaluru%2C%20Karnataka%2C%20India,Kempegowda International Airport,KSR Bengaluru City Railway Station
Karnataka,Bengaluru,Orion Mall,Mall,2012,2.0,4.5,0,Yes,,Shopping,Yes,1.8,All,India,https://www.google.com/maps/search/?api=1&query=Orion%20Mall%2C%20Bengaluru%2C%20Karnataka%2C%20India,Kempegowda International Airport,KSR Bengaluru City Railway Station
Karnataka,Bijapur,Gol Gumbaz,Mausoleum,1656,1.5,4.5,20,No,,Historical,Yes,0.25,All,India,https://www.google.com/maps/search/?api=1&query=Gol%20Gumbaz%2C%20Bijapur%2C%20Karnataka%2C%20India,Bijapur Airport,Bijapur Railway Station
Karnataka,Chikmagalur,Mullayanagiri,Mountain Peak,Unknown,3.0,4.5,0,No,,Nature,Yes,0.05,All,India,https://www.google.com/maps/search/?api=1&query=Mullayanagiri%2C%20Chikmagalur%2C%20Karnataka%2C%20India,Mangalore Airport,Kadur Railway Station
