State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10),Place_Image_URL,Nearby_Restaurants,Nearby_Hotels,Local_Transport_Options,Nearest_Metro_Station,Avg_Local_Transport_Cost,Climate_Type,Packing_Suggestions,Recommended_Duration_Min,Recommended_Duration_Max,Short_Description,User_Rating_Avg,User_Rating_Count,Peak_Hours,Crowd_Level,Best_Visit_Time,Place_Description_AI,Common_Questions,Name_Hindi,Description_Hindi,Name_Marathi,Trip_Preference_Tags,Itinerary_Role,City_Transport_Fares_JSON,Auto_Fare_Min,Auto_Fare_PerKm,Rapido_Bike_Min,Rapido_Bike_PerKm,Ola_Car_Base,Ola_Car_PerKm,Uber_Car_Base,Uber_Car_PerKm,Uber_Auto_Min,Uber_Auto_PerKm,City_Taxi_PerKm,Transport_Fare_Note,Surge_Pricing_Note,Nightlife_Party_Info_JSON,Venue_Type,Cover_Charge,Avg_Drinks_Price,Music_Genre,Club_Timings,Dress_Code,Ladies_Night_Info,Nightlife_Note
Rajasthan,Neemrana,Zipline Neemrana,Adventure,Unknown,1.75,4.35,500.0,Yes,Open All Days,Habitat for many species of deer and other animals,Yes,0.04,October to March,India,Information not available,Indira Gandhi International Airport,Rewari Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,Silvassa Main Market,Silvassa Famous Restaurant,October to March,Silvassa Special Cuisine,8.0,27.9943484,76.3883053,80.0,No,Non-Religious,88,0,4.699999999999999,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Neemrana,Top hotels near Zipline Neemrana in Neemrana,"Taxi, Bus, Metro",Neemrana Metro Station,300,Humid Subtropical,"Light cotton clothes, hat, sunscreen, camera",60,180,Zipline Neemrana is a famous tourist attraction located in Neemrana.,4.35,0,5 PM - 9 PM,5,November - February,"Zipline Neemrana is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Zipline Neemrana?,Zipline Neemrana,Zipline Neemrana Neemrana में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Zipline Neemrana,"Adventure, Foodie, History, Popular",Any Time,"{""Auto_Min"": ""₹20"", ""Auto_PerKm"": ""₹10"", ""Rapido_Bike_Min"": ""₹15"", ""Rapido_Bike_PerKm"": ""₹7"", ""Ola_Car_Base"": ""NA"", ""Ola_Car_PerKm"": ""NA"", ""Uber_Car_Base"": ""NA"", ""Uber_Car_PerKm"": ""NA"", ""Uber_Auto_Min"": ""NA"", ""Uber_Auto_PerKm"": ""NA"", ""City_Taxi_PerKm"": ""₹12-16/km"", ""Note"": ""2025 Rajasthan rates""}",₹20,₹10,₹15,₹7,,,,,,,₹12-16/km,2025 Rajasthan rates; Ola/Uber not available in this city,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.3,All,India,https://www.google.com/maps/search/?api=1&query=Marudamalai%20Temple%2C%20Coimbatore%2C%20Tamil%20Nadu%2C%20India,Coimbatore International Airport,Coimbatore Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Coimbatore Main Market,Coimbatore Famous Restaurant,October to March,Coimbatore Special Cuisine,8.0,11.0453958,76.8580027,75.0,No,Religious Heritage,3,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Coimbatore,Top hotels near Marudamalai Temple in Coimbatore,"Taxi, Bus, Metro",Coimbatore Metro Station,300,Tropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Marudamalai Temple is a famous tourist attraction located in Coimbatore.,4.7,0,11 AM - 4 PM,5,October - March,"Marudamalai Temple is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Marudamalai Temple?,Marudamalai Temple,Marudamalai Temple Coimbatore में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Marudamalai Temple,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Tamil Nadu rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Tamil Nadu rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Odisha,Koraput,Deomali Hills,Hilltop,Ancient,2.0,4.5,0.0,Unknown,Unknown,Unknown,Unknown,0.095,October to February,India,Information not available,Visakhapatnam Airport,Koraput Railway Station,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,8.5,18.6686028,82.98983080000001,80.0,Unknown,Unknown,100,2,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Koraput,Top hotels near Deomali Hills in Koraput,"Taxi, Bus, Metro",Koraput Metro Station,300,Coastal Tropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Deomali Hills is a famous tourist attraction located in Koraput.,4.5,0,5 PM - 9 PM,5,September - February,"Deomali Hills is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Deomali Hills?,Deomali Hills,Deomali Hills Koraput में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Deomali Hills,"Nature, Popular",Any Time,"{""Auto_Min"": ""\u20b920"", ""Auto_PerKm"": ""\u20b910"", ""Rapido_Bike_Min"": ""\u20b915"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b930"", ""Ola_Car_PerKm"": ""\u20b912"", ""Uber_Car_Base"": ""\u20b930"", ""Uber_Car_PerKm"": ""\u20b912"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b912-15/km"", ""Note"": ""2025 Odisha rates""}",₹20,₹10,₹15,₹6,₹30,₹12,₹30,₹12,₹20,₹10,₹12-15/km,2025 Odisha rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Punjab,Sirhind,Aam Khas Bagh,Historical Site,16th Century,1.5,4.2,0.0,No,Open All Days,Remains of a Mughal highway inn and gardens used by royal families,Yes,0.02,Afternoon,India,http://googleusercontent.com/maps.google.com/pb22,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Sirhind Main Market,Sirhind Famous Restaurant,October to March,Sirhind Special Cuisine,8.0,30.637518,76.3974435,67.0,No,Non-Religious,81,0,4.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Sirhind,Top hotels near Aam Khas Bagh in Sirhind,"Taxi, Bus, Metro",Sirhind Metro Station,300,Semi-Arid,"Light cotton clothes, hat, sunscreen, camera",60,180,Aam Khas Bagh is a famous tourist attraction located in Sirhind.,4.2,0,5 PM - 9 PM,5,October - March,"Aam Khas Bagh is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Aam Khas Bagh?,Aam Khas Bagh,Aam Khas Bagh Sirhind में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Aam Khas Bagh,"Foodie, History, Popular",Any Time,"{""Auto_Min"": ""\u20b920"", ""Auto_PerKm"": ""\u20b910"", ""Rapido_Bike_Min"": ""\u20b915"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b930"", ""Ola_Car_PerKm"": ""\u20b913"", ""Uber_Car_Base"": ""\u20b930"", ""Uber_Car_PerKm"": ""\u20b913"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b912-16/km"", ""Note"": ""2025 Punjab rates""}",₹20,₹10,₹15,₹6,₹30,₹13,₹30,₹13,₹20,₹10,₹12-16/km,2025 Punjab rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Rajasthan,Jaipur,Jal Mahal,Lake Palace,Unknown,2.0,4.5,100.0,Unknown,Unknown,Unknown,Unknown,0.095,October to March,India,Information not available,Jaipur International Airport,Jaipur Junction,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,8.0,26.91,75.78,80.0,Unknown,Unknown,96,2,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Jaipur,Top hotels near Jal Mahal in Jaipur,"Taxi, Bus, Metro",Jaipur Metro Station,300,Humid Subtropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Jal Mahal is a famous tourist attraction located in Jaipur.,4.5,0,5 PM - 9 PM,5,November - February,"Jal Mahal is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Jal Mahal?,Jal Mahal,Jal Mahal Jaipur में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Jal Mahal,"History, Nature, Popular",Morning / Afternoon,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b913-17/km"", ""Note"": ""2025 Jaipur rates""}",₹25,₹12,₹20,₹7,₹35,₹14,₹35,₹14,₹25,₹12,₹13-17/km,2025 Jaipur rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Madhya Pradesh,Omkareshwar,Omkareshwar Jyotirlinga,Temple,Unknown,2.0,4.8,0.0,No,Open All Days,One of the 12 sacred Jyotirlingas on an island,No,0.4,Morning,India,http://googleusercontent.com/maps.google.com/mp13,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Omkareshwar Main Market,Omkareshwar Famous Restaurant,October to March,Omkareshwar Special Cuisine,8.0,22.2454388,76.15106420000001,77.0,No,Non-Religious,3,0,5.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Omkareshwar,Top hotels near Omkareshwar Jyotirlinga in Omkareshwar,"Taxi, Bus, Metro",Omkareshwar Metro Station,300,Temperate,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Omkareshwar Jyotirlinga is a famous tourist attraction located in Omkareshwar.,4.8,0,11 AM - 4 PM,5,September - February,"Omkareshwar Jyotirlinga is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Omkareshwar Jyotirlinga?,Omkareshwar Jyotirlinga,Omkareshwar Jyotirlinga Omkareshwar में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Omkareshwar Jyotirlinga,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b920"", ""Auto_PerKm"": ""\u20b910"", ""Rapido_Bike_Min"": ""\u20b915"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b930"", ""Ola_Car_PerKm"": ""\u20b913"", ""Uber_Car_Base"": ""\u20b930"", ""Uber_Car_PerKm"": ""\u20b913"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b912-16/km"", ""Note"": ""2025 MP rates""}",₹20,₹10,₹15,₹6,₹30,₹13,₹30,₹13,₹20,₹10,₹12-16/km,2025 MP rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Meghalaya,Mawlynnong,Sky Walk Mawlynnong,Scenic Viewpoint,Ancient,2.0,4.5,0.0,Unknown,Unknown,Unknown,Unknown,0.095,October to April,India,Information not available,Shillong Airport,Guwahati Railway Station,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.1,25.2014892,91.9140039,87.0,Unknown,Unknown,103,2,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Mawlynnong,Top hotels near Sky Walk Mawlynnong in Mawlynnong,"Taxi, Bus, Metro",Mawlynnong Metro Station,300,Humid Subtropical,"Light cotton clothes, hat, sunscreen, camera",60,180,Sky Walk Mawlynnong is a famous tourist attraction located in Mawlynnong.,4.5,0,5 PM - 9 PM,5,October - March,"Sky Walk Mawlynnong is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Sky Walk Mawlynnong?,Sky Walk Mawlynnong,Sky Walk Mawlynnong Mawlynnong में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Sky Walk Mawlynnong,"Nature, Popular",Any Time,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Assam,Guwahati,Assam State Museum,Museum,1940,2.0,4.3,10.0,Yes,Monday,Premier museum showcasing the archaeological and cultural heritage,No,0.03,Morning,India,http://googleusercontent.com/maps.google.com/as8,Lokpriya Gopinath Bordoloi International Airport,Guwahati Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Pan Bazaar,Khorikaa,October to March,Guwahati Special Cuisine,8.0,26.1853485,91.7521,69.0,No,Non-Religious,10,0,4.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Guwahati,Top hotels near Assam State Museum in Guwahati,"Taxi, Bus, Metro",Guwahati Metro Station,300,Semi-Arid,"Sunglasses, cap, sunscreen, portable charger",60,180,Assam State Museum is a famous tourist attraction located in Guwahati.,4.3,0,10 AM - 1 PM,5,September - February,"Assam State Museum is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Assam State Museum?,Assam State Museum,Assam State Museum Guwahati में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Assam State Museum,"Foodie, History, Museum, Popular",Afternoon,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Odisha,Dhenkanal,Kapilash Temple,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,October to February,India,Information not available,Biju Patnaik International Airport,Dhenkanal Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,8.5,20.6817371,85.7630697,80.0,No,Religious Heritage,3,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Dhenkanal,Top hotels near Kapilash Temple in Dhenkanal,"Taxi, Bus, Metro",Dhenkanal Metro Station,300,Coastal Tropical,"Light cotton clothes, hat, sunscreen, camera",60,180,Kapilash Temple is a famous tourist attraction located in Dhenkanal.,4.7,0,11 AM - 4 PM,5,September - February,"Kapilash Temple is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Kapilash Temple?,Kapilash Temple,Kapilash Temple Dhenkanal में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Kapilash Temple,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b920"", ""Auto_PerKm"": ""\u20b910"", ""Rapido_Bike_Min"": ""\u20b915"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b930"", ""Ola_Car_PerKm"": ""\u20b912"", ""Uber_Car_Base"": ""\u20b930"", ""Uber_Car_PerKm"": ""\u20b912"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b912-15/km"", ""Note"": ""2025 Odisha rates""}",₹20,₹10,₹15,₹6,₹30,₹12,₹30,₹12,₹20,₹10,₹12-15/km,2025 Odisha rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
West Bengal,Darjeeling,Himalayan Mountaineering Institute,Museum,1954,1.5,4.6,100.0,No,Thursday,Museum and training center co-founded by Tenzing Norgay,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/wb12,Bagdogra Airport,New Jalpaiguri Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Darjeeling Main Market,Darjeeling Famous Restaurant,October to March,Darjeeling Special Cuisine,8.0,27.0584865,88.2539376,74.0,No,Non-Religious,10,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Darjeeling,Top hotels near Himalayan Mountaineering Institute in Darjeeling,"Taxi, Bus, Metro",Darjeeling Metro Station,300,Coastal Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Himalayan Mountaineering Institute is a famous tourist attraction located in Darjeeling.,4.6,0,5 PM - 9 PM,5,November - February,"Himalayan Mountaineering Institute is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Himalayan Mountaineering Institute?,Himalayan Mountaineering Institute,Himalayan Mountaineering Institute Darjeeling में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Himalayan Mountaineering Institute,"Foodie, History, Museum, Popular",Afternoon,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b913"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b913-16/km"", ""Note"": ""2025 West Bengal rates""}",₹25,₹12,₹20,₹6,₹35,₹13,₹35,₹14,₹25,₹12,₹13-16/km,2025 West Bengal rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Goa,Old Goa,Church of St. Francis of Assisi,Church,1661,1.0,4.7,10.0,Yes,Open All Days,Historical church known for its Manueline architecture,Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/ga11,Dabolim Airport / Manohar International Airport (Mopa),Karmali Railway Station,"₹1,200 - ₹2,000",₹400 - ₹600,"Seafood, Bibinca, Feni, Cashews","Carry sunscreen, avoid peak sun (12-3 PM), keep cash handy for shacks.",Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Anjuna Flea Market,Britto's,October to March,Old Goa Special Cuisine,8.0,15.5030158,73.911237,75.0,No,Religious Heritage,31,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Old Goa,Top hotels near Church of St. Francis of Assisi in Old Goa,"Taxi, Bus, Metro",Old Goa Metro Station,300,Semi-Arid,"Sunglasses, cap, sunscreen, portable charger",60,180,Church of St. Francis of Assisi is a famous tourist attraction located in Old Goa.,4.7,0,10 AM - 1 PM,5,September - February,"Church of St. Francis of Assisi is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Church of St. Francis of Assisi?,Church of St. Francis of Assisi,Church of St. Francis of Assisi Old Goa में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Church of St. Francis of Assisi,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""₹25"", ""Auto_PerKm"": ""₹18"", ""Rapido_Bike_Min"": ""NA"", ""Rapido_Bike_PerKm"": ""NA"", ""Ola_Car_Base"": ""NA"", ""Ola_Car_PerKm"": ""NA"", ""Uber_Car_Base"": ""NA"", ""Uber_Car_PerKm"": ""NA"", ""Uber_Auto_Min"": ""NA"", ""Uber_Auto_PerKm"": ""NA"", ""City_Taxi_PerKm"": ""₹20-30/km"", ""Note"": ""Goa tourist taxi rates 2025""}",₹25,₹18,,,,,,,,,₹20-30/km,"Ola, Uber and Rapido not available in this city","Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
